stt,name,province,description,rating,image,keywords,activities,clean_keywords,text_for_model
74,Bảo tàng Lịch sử Quốc gia,Hà Nội,"Bảo tàng giới thiệu nhiều hiện vật quý liên quan đến các thời kỳ lịch sử Việt Nam. Kiến trúc pha trộn giữa phong cách Đông Dương và hiện đại. Du khách có thể dành hàng giờ để tìm hiểu các câu chuyện lịch sử. Không gian rộng và được tổ chức theo chủ đề rõ ràng. Đây là nơi rất phù hợp cho học sinh, sinh viên và người yêu lịch sử.",4.7,https://i.pinimg.com/1200x/84/3e/16/843e1644181e877643a2bb51434594ea.jpg,"lịch sử, tham quan bảo tàng, giáo dục, hoài niệm",indoor,"['lịch sử', 'tham quan bảo tàng', 'giáo dục', 'hoài niệm']","Bảo tàng giới thiệu nhiều hiện vật quý liên quan đến các thời kỳ lịch sử Việt Nam. Kiến trúc pha trộn giữa phong cách Đông Dương và hiện đại. Du khách có thể dành hàng giờ để tìm hiểu các câu chuyện lịch sử. Không gian rộng và được tổ chức theo chủ đề rõ ràng. Đây là nơi rất phù hợp cho học sinh, sinh viên và người yêu lịch sử. Hà Nội Bảo tàng Lịch sử Quốc gia lịch sử tham quan bảo tàng giáo dục hoài niệm"
75,Đền Quán Thánh,Hà Nội,"Một trong Tứ Trấn Thăng Long, đền Quán Thánh mang giá trị tâm linh lâu đời. Kiến trúc cổ kính với tượng Huyền Thiên Trấn Vũ nổi tiếng. Không gian đền trang nghiêm nhưng vẫn gần gũi nhờ cây xanh bao quanh. Du khách thường ghé để cầu bình an và khám phá lịch sử. Đây là điểm đến linh thiêng của người Hà Nội.",4.6,https://i.pinimg.com/1200x/77/b7/ea/77b7ea17ad1446ea1fa5cdfdbbd2dac0.jpg,"tâm linh, kiến trúc tôn giáo, cổ kính, tham quan",outdoor,"['tâm linh', 'kiến trúc tôn giáo', 'cổ kính', 'tham quan']","Một trong Tứ Trấn Thăng Long, đền Quán Thánh mang giá trị tâm linh lâu đời. Kiến trúc cổ kính với tượng Huyền Thiên Trấn Vũ nổi tiếng. Không gian đền trang nghiêm nhưng vẫn gần gũi nhờ cây xanh bao quanh. Du khách thường ghé để cầu bình an và khám phá lịch sử. Đây là điểm đến linh thiêng của người Hà Nội. Hà Nội Đền Quán Thánh tâm linh kiến trúc tôn giáo cổ kính tham quan"
76,Công viên Hòa Bình,Hà Nội,"Công viên lớn với nhiều quảng trường, đường dạo và mảng xanh mát mắt. Du khách có thể chạy bộ, đạp xe hoặc tổ chức picnic. Tượng đài Hòa Bình tạo điểm nhấn ấn tượng giữa không gian. Không khí trong lành phù hợp để thư giãn sau những ngày bận rộn. Đây là một trong những công viên đẹp nhất phía Bắc Hà Nội.",4.5,https://i.pinimg.com/736x/e4/bd/37/e4bd37ad9358e4c2d34de0b87f43dc42.jpg,"giải trí, xanh mát, thư giãn, dạo bộ",outdoor,"['giải trí', 'xanh mát', 'thư giãn', 'dạo bộ']","Công viên lớn với nhiều quảng trường, đường dạo và mảng xanh mát mắt. Du khách có thể chạy bộ, đạp xe hoặc tổ chức picnic. Tượng đài Hòa Bình tạo điểm nhấn ấn tượng giữa không gian. Không khí trong lành phù hợp để thư giãn sau những ngày bận rộn. Đây là một trong những công viên đẹp nhất phía Bắc Hà Nội. Hà Nội Công viên Hòa Bình giải trí xanh mát thư giãn dạo bộ"
77,Lotte Center Hanoi (Skywalk),Hà Nội,Toà nhà chọc trời hiện đại với đài quan sát Skywalk nổi tiếng. Du khách có thể ngắm toàn cảnh Hà Nội từ trên cao. Không gian kính trong suốt mang lại trải nghiệm độc đáo và có phần mạo hiểm. Bên dưới là trung tâm thương mại với nhiều dịch vụ giải trí. Đây là điểm hẹn yêu thích của giới trẻ thích sự hiện đại.,4.6,https://i.pinimg.com/1200x/89/f6/45/89f645b245f25d522d77772635f80a58.jpg,"kiến trúc, hiện đại, ngắm cảnh, check-in đẹp",indoor,"['kiến trúc', 'hiện đại', 'ngắm cảnh', 'checkin đẹp']",Toà nhà chọc trời hiện đại với đài quan sát Skywalk nổi tiếng. Du khách có thể ngắm toàn cảnh Hà Nội từ trên cao. Không gian kính trong suốt mang lại trải nghiệm độc đáo và có phần mạo hiểm. Bên dưới là trung tâm thương mại với nhiều dịch vụ giải trí. Đây là điểm hẹn yêu thích của giới trẻ thích sự hiện đại. Hà Nội Lotte Center Hanoi (Skywalk) kiến trúc hiện đại ngắm cảnh checkin đẹp
78,Phố Ẩm thực Tống Duy Tân,Hà Nội,"Tuyến phố tập trung nhiều quán ăn nổi tiếng mở cửa đến khuya. Du khách có thể thưởng thức ẩm thực Hà Nội theo phong cách đường phố. Không gian nhộn nhịp, mang nét đô thị sôi động. Đây là địa điểm thích hợp để trải nghiệm văn hóa ẩm thực địa phương. Buổi tối, khu phố trở nên đông đúc nhất.",4.4,https://i.pinimg.com/736x/fc/18/a4/fc18a4c3f5f6472b13d5ed9b9a8e2ae8.jpg,"ẩm thực, đời sống địa phương, sầm uất, thưởng thức ẩm thực",outdoor,"['ẩm thực', 'đời sống địa phương', 'sầm uất', 'thưởng thức ẩm thực']","Tuyến phố tập trung nhiều quán ăn nổi tiếng mở cửa đến khuya. Du khách có thể thưởng thức ẩm thực Hà Nội theo phong cách đường phố. Không gian nhộn nhịp, mang nét đô thị sôi động. Đây là địa điểm thích hợp để trải nghiệm văn hóa ẩm thực địa phương. Buổi tối, khu phố trở nên đông đúc nhất. Hà Nội Phố Ẩm thực Tống Duy Tân ẩm thực đời sống địa phương sầm uất thưởng thức ẩm thực"
79,King Roti Hàng Gai,Hà Nội,Một trong những địa điểm ăn vặt nổi tiếng ở trung tâm Hà Nội. Cửa hàng nhỏ nhưng lúc nào cũng đông khách xếp hàng. Món roti mềm thơm là đặc sản thu hút du khách. Không gian đô thị xung quanh mang nét nhộn nhịp đặc trưng của phố cổ. Đây là điểm dừng chân nhanh phù hợp cho buổi dạo phố.,4.5,https://i.pinimg.com/1200x/9b/46/0e/9b460e024052e3619b68e0b13036ec8f.jpg,"ẩm thực, đời sống địa phương, thưởng thức ẩm thực",indoor,"['ẩm thực', 'đời sống địa phương', 'thưởng thức ẩm thực']",Một trong những địa điểm ăn vặt nổi tiếng ở trung tâm Hà Nội. Cửa hàng nhỏ nhưng lúc nào cũng đông khách xếp hàng. Món roti mềm thơm là đặc sản thu hút du khách. Không gian đô thị xung quanh mang nét nhộn nhịp đặc trưng của phố cổ. Đây là điểm dừng chân nhanh phù hợp cho buổi dạo phố. Hà Nội King Roti Hàng Gai ẩm thực đời sống địa phương thưởng thức ẩm thực
80,Bãi đá sông Hồng,Hà Nội,"Khu bãi đá ven sông nổi tiếng với không gian thiên nhiên rộng lớn và thoáng đãng. Du khách thường đến đây chụp ảnh, dạo chơi và ngắm cảnh sông. Nhiều khu vườn hoa được trang trí đẹp mắt phục vụ nhu cầu chụp ảnh. Không khí trong lành giúp nơi đây trở thành điểm thư giãn cuối tuần lý tưởng. Cảnh hoàng hôn bên sông rất được yêu thích.",4.4,https://i.pinimg.com/736x/0f/a2/bd/0fa2bdf350ccda5d93ed15b345b0a18d.jpg,"thiên nhiên, độc đáo, chụp ảnh, khám phá",outdoor,"['thiên nhiên', 'độc đáo', 'chụp ảnh', 'khám phá']","Khu bãi đá ven sông nổi tiếng với không gian thiên nhiên rộng lớn và thoáng đãng. Du khách thường đến đây chụp ảnh, dạo chơi và ngắm cảnh sông. Nhiều khu vườn hoa được trang trí đẹp mắt phục vụ nhu cầu chụp ảnh. Không khí trong lành giúp nơi đây trở thành điểm thư giãn cuối tuần lý tưởng. Cảnh hoàng hôn bên sông rất được yêu thích. Hà Nội Bãi đá sông Hồng thiên nhiên độc đáo chụp ảnh khám phá"
81,Làng gốm Bát Tràng,Hà Nội,"Làng nghề truyền thống nổi tiếng với các sản phẩm gốm sứ thủ công. Du khách có thể tự tay nặn gốm và tham quan các xưởng sản xuất. Những con ngõ nhỏ và các gian hàng mang đậm nét hoài cổ. Nơi đây là điểm đến thú vị cho những ai yêu văn hóa và trải nghiệm thủ công mỹ nghệ. Các sản phẩm gốm đa dạng, phù hợp làm quà tặng.",4.6,https://i.pinimg.com/1200x/c7/68/4e/c7684e74c7a37233f52fa98d788f153b.jpg,"văn hóa dân gian, truyền thống, workshop thủ công, trải nghiệm",outdoor,"['văn hóa dân gian', 'truyền thống', 'workshop thủ công', 'trải nghiệm']","Làng nghề truyền thống nổi tiếng với các sản phẩm gốm sứ thủ công. Du khách có thể tự tay nặn gốm và tham quan các xưởng sản xuất. Những con ngõ nhỏ và các gian hàng mang đậm nét hoài cổ. Nơi đây là điểm đến thú vị cho những ai yêu văn hóa và trải nghiệm thủ công mỹ nghệ. Các sản phẩm gốm đa dạng, phù hợp làm quà tặng. Hà Nội Làng gốm Bát Tràng văn hóa dân gian truyền thống workshop thủ công trải nghiệm"
82,Phố sách 19/12,Hà Nội,"Con phố dành riêng cho những người yêu sách, với nhiều gian hàng được bố trí đẹp mắt. Không gian yên tĩnh giữa trung tâm đô thị giúp du khách dễ dàng tìm được cảm giác thư giãn. Các sự kiện sách và giao lưu tác giả thường được tổ chức tại đây. Những quán cà phê nhỏ tạo nên góc thưởng thức sách đầy thi vị. Đây là điểm đến độc đáo của Hà Nội.",4.5,https://i.pinimg.com/1200x/c5/03/7d/c5037dc76499099791e5967321b44458.jpg,"văn hóa, yên bình, dạo phố",outdoor,"['văn hóa', 'yên bình', 'dạo phố']","Con phố dành riêng cho những người yêu sách, với nhiều gian hàng được bố trí đẹp mắt. Không gian yên tĩnh giữa trung tâm đô thị giúp du khách dễ dàng tìm được cảm giác thư giãn. Các sự kiện sách và giao lưu tác giả thường được tổ chức tại đây. Những quán cà phê nhỏ tạo nên góc thưởng thức sách đầy thi vị. Đây là điểm đến độc đáo của Hà Nội. Hà Nội Phố sách 19/12 văn hóa yên bình dạo phố"
83,Công viên Bách Thảo,Hà Nội,"Một trong những mảng xanh lớn và lâu đời nhất tại thủ đô. Công viên có thảm thực vật phong phú và hồ nước yên bình. Du khách có thể tản bộ, chạy bộ hoặc thưởng thức không khí trong lành. Nhiều cặp đôi và gia đình chọn nơi đây làm điểm picnic nhẹ nhàng. Không gian xanh mát giúp giảm bớt nhịp sống đô thị hối hả.",4.6,https://i.pinimg.com/736x/e1/f4/3f/e1f43fde6214574d7d3598f02e05c0c8.jpg,"giải trí, vui chơi giải trí",outdoor,"['giải trí', 'vui chơi giải trí']","Một trong những mảng xanh lớn và lâu đời nhất tại thủ đô. Công viên có thảm thực vật phong phú và hồ nước yên bình. Du khách có thể tản bộ, chạy bộ hoặc thưởng thức không khí trong lành. Nhiều cặp đôi và gia đình chọn nơi đây làm điểm picnic nhẹ nhàng. Không gian xanh mát giúp giảm bớt nhịp sống đô thị hối hả. Hà Nội Công viên Bách Thảo giải trí vui chơi giải trí"
84,Công viên nước Hồ Tây,Hà Nội,Khu vui chơi giải trí dưới nước với nhiều đường trượt và hồ bơi lớn. Du khách có thể tham gia các trò chơi mạo hiểm hoặc thư giãn tại khu tắm nắng. Công viên rất nhộn nhịp vào mùa hè và các dịp lễ. Đây là địa điểm yêu thích của gia đình và nhóm bạn trẻ. Không gian hiện đại mang lại trải nghiệm vui chơi hấp dẫn.,4.3,https://i.pinimg.com/1200x/1c/f8/11/1cf811a50ce2e59c9dc318da892f4906.jpg,,outdoor,[],Khu vui chơi giải trí dưới nước với nhiều đường trượt và hồ bơi lớn. Du khách có thể tham gia các trò chơi mạo hiểm hoặc thư giãn tại khu tắm nắng. Công viên rất nhộn nhịp vào mùa hè và các dịp lễ. Đây là địa điểm yêu thích của gia đình và nhóm bạn trẻ. Không gian hiện đại mang lại trải nghiệm vui chơi hấp dẫn. Hà Nội Công viên nước Hồ Tây 
85,Chùa Quán Sứ,Hà Nội,"Trung tâm của Giáo hội Phật giáo Việt Nam với kiến trúc trang nghiêm và thanh tịnh. Du khách đến đây để chiêm bái, cầu bình an và tìm sự an yên trong tâm hồn. Khuôn viên chùa được giữ gìn sạch đẹp, nhiều cây xanh thoáng mát. Không gian mang nét đẹp truyền thống của chùa Việt. Đây là điểm tâm linh quan trọng của thủ đô.",4.6,https://i.pinimg.com/1200x/93/b6/42/93b642fd106aafcfe6fd5c38584b2da0.jpg,"tâm linh, kiến trúc tôn giáo, đi lễ chùa, yên bình",outdoor,"['tâm linh', 'kiến trúc tôn giáo', 'đi lễ chùa', 'yên bình']","Trung tâm của Giáo hội Phật giáo Việt Nam với kiến trúc trang nghiêm và thanh tịnh. Du khách đến đây để chiêm bái, cầu bình an và tìm sự an yên trong tâm hồn. Khuôn viên chùa được giữ gìn sạch đẹp, nhiều cây xanh thoáng mát. Không gian mang nét đẹp truyền thống của chùa Việt. Đây là điểm tâm linh quan trọng của thủ đô. Hà Nội Chùa Quán Sứ tâm linh kiến trúc tôn giáo đi lễ chùa yên bình"
86,Phố Tràng Tiền,Hà Nội,"Con phố nổi tiếng với cửa hàng kem Tràng Tiền lâu đời. Không gian đô thị mang vẻ hiện đại xen lẫn hoài cổ. Du khách thường đến đây thưởng thức kem và tản bộ trên vỉa hè rộng. Buổi tối, phố trở nên đông vui và nhiều màu sắc. Đây là điểm dừng chân nhanh khi khám phá trung tâm Hà Nội.",4.4,https://i.pinimg.com/1200x/12/d8/52/12d852ab4e5e33756fd9b7dd51f83141.jpg,"mua sắm, biểu tượng, dạo phố, check-in đẹp",outdoor,"['mua sắm', 'biểu tượng', 'dạo phố', 'checkin đẹp']","Con phố nổi tiếng với cửa hàng kem Tràng Tiền lâu đời. Không gian đô thị mang vẻ hiện đại xen lẫn hoài cổ. Du khách thường đến đây thưởng thức kem và tản bộ trên vỉa hè rộng. Buổi tối, phố trở nên đông vui và nhiều màu sắc. Đây là điểm dừng chân nhanh khi khám phá trung tâm Hà Nội. Hà Nội Phố Tràng Tiền mua sắm biểu tượng dạo phố checkin đẹp"
87,The Garden Mall,Hà Nội,"Trung tâm thương mại quy mô lớn với nhiều cửa hàng thời trang, ẩm thực và giải trí. Không gian bên trong hiện đại và được bố trí hợp lý. Du khách có thể mua sắm, xem phim hoặc đơn giản là tận hưởng không gian mát mẻ. Khu vực quảng trường ngoài trời đôi khi có sự kiện văn hóa. Đây là điểm hẹn indoor tiện nghi ở Hà Nội.",4.5,https://i.pinimg.com/1200x/84/bb/65/84bb65f1150dcdcb875687bdf8ef8afb.jpg,"mua sắm, giải trí, hiện đại, đô thị",indoor,"['mua sắm', 'giải trí', 'hiện đại', 'đô thị']","Trung tâm thương mại quy mô lớn với nhiều cửa hàng thời trang, ẩm thực và giải trí. Không gian bên trong hiện đại và được bố trí hợp lý. Du khách có thể mua sắm, xem phim hoặc đơn giản là tận hưởng không gian mát mẻ. Khu vực quảng trường ngoài trời đôi khi có sự kiện văn hóa. Đây là điểm hẹn indoor tiện nghi ở Hà Nội. Hà Nội The Garden Mall mua sắm giải trí hiện đại đô thị"
88,Indira Gandhi Park,Hà Nội,"Công viên nhỏ nhưng yên bình nằm giữa khu đô thị đông đúc. Không gian có nhiều cây xanh, ghế đá và đường đi bộ. Du khách có thể dừng chân nghỉ ngơi, tản bộ hoặc đọc sách. Đây là điểm thư giãn nhẹ nhàng giữa phố xá. Nơi này đặc biệt phù hợp cho người muốn tìm góc yên tĩnh.",4.3,https://i.pinimg.com/1200x/86/ac/61/86ac610c51c2093edfd79abb683a9572.jpg,"giải trí, xanh mát, thư giãn, dạo bộ",outdoor,"['giải trí', 'xanh mát', 'thư giãn', 'dạo bộ']","Công viên nhỏ nhưng yên bình nằm giữa khu đô thị đông đúc. Không gian có nhiều cây xanh, ghế đá và đường đi bộ. Du khách có thể dừng chân nghỉ ngơi, tản bộ hoặc đọc sách. Đây là điểm thư giãn nhẹ nhàng giữa phố xá. Nơi này đặc biệt phù hợp cho người muốn tìm góc yên tĩnh. Hà Nội Indira Gandhi Park giải trí xanh mát thư giãn dạo bộ"
89,Phố bích họa Phùng Hưng,Hà Nội,Tuyến phố trang trí bằng các tác phẩm nghệ thuật kết hợp đèn chiếu sáng đẹp mắt. Du khách thường ghé chụp ảnh và khám phá từng bức họa. Không gian nghệ thuật mở tạo điểm nhấn độc đáo giữa khu phố cổ. Các hoạt động văn hóa đôi khi được tổ chức tại đây. Đây là điểm check-in được yêu thích bởi giới trẻ.,4.5,https://i.pinimg.com/1200x/3d/f6/40/3df640c3692156a337f70e143cc60081.jpg,"nghệ thuật, độc đáo, chụp ảnh, dạo phố",outdoor,"['nghệ thuật', 'độc đáo', 'chụp ảnh', 'dạo phố']",Tuyến phố trang trí bằng các tác phẩm nghệ thuật kết hợp đèn chiếu sáng đẹp mắt. Du khách thường ghé chụp ảnh và khám phá từng bức họa. Không gian nghệ thuật mở tạo điểm nhấn độc đáo giữa khu phố cổ. Các hoạt động văn hóa đôi khi được tổ chức tại đây. Đây là điểm check-in được yêu thích bởi giới trẻ. Hà Nội Phố bích họa Phùng Hưng nghệ thuật độc đáo chụp ảnh dạo phố
90,Phố cổ Hà Nội,Hà Nội,Phố cổ là khu vực lưu giữ kiến trúc và lối sống truyền thống của người Hà Nội xưa. Các con phố nhỏ luôn tấp nập hàng quán và du khách. Buổi tối khu vực này càng trở nên sống động với nhiều hoạt động vui chơi. Nơi đây cũng là địa điểm ghi lại nhiều khoảnh khắc đặc trưng của Hà Nội. Một điểm hoài niệm và văn hóa bậc nhất thủ đô.,4.8,https://i.pinimg.com/1200x/4d/04/7a/4d047a6ee79eb5d11184752348bcf00b.jpg,"di sản, đời sống địa phương, dạo phố, chụp ảnh",outdoor,"['di sản', 'đời sống địa phương', 'dạo phố', 'chụp ảnh']",Phố cổ là khu vực lưu giữ kiến trúc và lối sống truyền thống của người Hà Nội xưa. Các con phố nhỏ luôn tấp nập hàng quán và du khách. Buổi tối khu vực này càng trở nên sống động với nhiều hoạt động vui chơi. Nơi đây cũng là địa điểm ghi lại nhiều khoảnh khắc đặc trưng của Hà Nội. Một điểm hoài niệm và văn hóa bậc nhất thủ đô. Hà Nội Phố cổ Hà Nội di sản đời sống địa phương dạo phố chụp ảnh
91,Phố sách Hà Nội,Hà Nội,"Phố sách là con phố nhỏ dành riêng cho những người yêu sách. Không gian được thiết kế hiện đại nhưng vẫn giữ nét yên bình giữa trung tâm biểu tượng. Nhiều gian hàng sách, góc đọc và hoạt động văn hóa diễn ra thường xuyên. Đây là nơi lý tưởng để thư giãn nhẹ nhàng. Một điểm đến mang hơi thở văn hóa đương đại.",4.6,https://i.pinimg.com/1200x/11/ae/bd/11aebdcd53f2e00a781ad9bd0eefbf52.jpg,"văn hóa, yên bình, dạo phố, đọc sách",outdoor,"['văn hóa', 'yên bình', 'dạo phố', 'đọc sách']","Phố sách là con phố nhỏ dành riêng cho những người yêu sách. Không gian được thiết kế hiện đại nhưng vẫn giữ nét yên bình giữa trung tâm biểu tượng. Nhiều gian hàng sách, góc đọc và hoạt động văn hóa diễn ra thường xuyên. Đây là nơi lý tưởng để thư giãn nhẹ nhàng. Một điểm đến mang hơi thở văn hóa đương đại. Hà Nội Phố sách Hà Nội văn hóa yên bình dạo phố đọc sách"
92,Times City,Hà Nội,"Times City là khu đô thị hiện đại với trung tâm thương mại, Thủy cung Vinpearl và nhiều khu vui chơi indoor. Không gian sạch đẹp và được quy hoạch đồng bộ. Đây là nơi phù hợp cho gia đình và trẻ nhỏ khám phá. Du khách có thể mua sắm, ăn uống và vui chơi cả ngày. Một biểu tượng đô thị hiện đại của Hà Nội.",4.6,https://i.pinimg.com/1200x/87/16/bf/8716bf48843a7c1a4d7911054cb70d12.jpg,"mua sắm, giải trí, hiện đại",indoor,"['mua sắm', 'giải trí', 'hiện đại']","Times City là khu đô thị hiện đại với trung tâm thương mại, Thủy cung Vinpearl và nhiều khu vui chơi indoor. Không gian sạch đẹp và được quy hoạch đồng bộ. Đây là nơi phù hợp cho gia đình và trẻ nhỏ khám phá. Du khách có thể mua sắm, ăn uống và vui chơi cả ngày. Một biểu tượng đô thị hiện đại của Hà Nội. Hà Nội Times City mua sắm giải trí hiện đại"
93,Aeon Mall Long Biên,Hà Nội,"Aeon Mall Long Biên là trung tâm thương mại rộng lớn với nhiều cửa hàng, khu ăn uống và khu giải trí. Không gian bên trong mát mẻ, tiện nghi và phù hợp cho hoạt động mua sắm cả ngày. Các sự kiện theo mùa cũng thường xuyên được tổ chức. Đây là địa điểm lý tưởng cho gia đình và giới trẻ. Thuộc nhóm indoor hiện đại.",4.6,https://i.pinimg.com/736x/5d/c0/1f/5dc01fc5966ac20a8090eeeb3c543589.jpg,"mua sắm, shopping",indoor,"['mua sắm', 'shopping']","Aeon Mall Long Biên là trung tâm thương mại rộng lớn với nhiều cửa hàng, khu ăn uống và khu giải trí. Không gian bên trong mát mẻ, tiện nghi và phù hợp cho hoạt động mua sắm cả ngày. Các sự kiện theo mùa cũng thường xuyên được tổ chức. Đây là địa điểm lý tưởng cho gia đình và giới trẻ. Thuộc nhóm indoor hiện đại. Hà Nội Aeon Mall Long Biên mua sắm shopping"
94,Nhà thờ Đức Bà,TP. HCM,Nhà thờ Đức Bà là biểu tượng kiến trúc tôn giáo đặc trưng ngay trung tâm quận 1. Công trình mang phong cách Roman và Gothic cổ kính. Du khách thường dừng lại để chụp ảnh và tìm hiểu lịch sử. Khu vực xung quanh nhộn nhịp nhưng vẫn trang nghiêm. Một trong những điểm check-in nổi tiếng nhất Sài Gòn.,4.7,https://i.pinimg.com/1200x/bb/60/0a/bb600aeb686197a007961a91b2035f37.jpg,"kiến trúc tôn giáo, kiến trúc, biểu tượng, tham quan",indoor,"['kiến trúc tôn giáo', 'kiến trúc', 'biểu tượng', 'tham quan']",Nhà thờ Đức Bà là biểu tượng kiến trúc tôn giáo đặc trưng ngay trung tâm quận 1. Công trình mang phong cách Roman và Gothic cổ kính. Du khách thường dừng lại để chụp ảnh và tìm hiểu lịch sử. Khu vực xung quanh nhộn nhịp nhưng vẫn trang nghiêm. Một trong những điểm check-in nổi tiếng nhất Sài Gòn. TP. HCM Nhà thờ Đức Bà kiến trúc tôn giáo kiến trúc biểu tượng tham quan
95,Bưu điện trung tâm Sài Gòn,TP. HCM,"Bưu điện trung tâm là kiệt tác kiến trúc Pháp do Gustave Eiffel thiết kế. Không gian bên trong rộng lớn và mang phong cách hoài cổ. Du khách có thể gửi bưu thiếp, tham quan hoặc chụp ảnh. Đây là điểm giao thoa giữa lịch sử và hiện đại. Một địa điểm mang giá trị văn hóa – kiến trúc.",4.7,https://i.pinimg.com/736x/10/86/ac/1086acf036cec0821088e8b810d467ab.jpg,"kiến trúc, lịch sử, biểu tượng, tham quan",indoor,"['kiến trúc', 'lịch sử', 'biểu tượng', 'tham quan']","Bưu điện trung tâm là kiệt tác kiến trúc Pháp do Gustave Eiffel thiết kế. Không gian bên trong rộng lớn và mang phong cách hoài cổ. Du khách có thể gửi bưu thiếp, tham quan hoặc chụp ảnh. Đây là điểm giao thoa giữa lịch sử và hiện đại. Một địa điểm mang giá trị văn hóa – kiến trúc. TP. HCM Bưu điện trung tâm Sài Gòn kiến trúc lịch sử biểu tượng tham quan"
96,Phố đi bộ Nguyễn Huệ,TP. HCM,Phố đi bộ Nguyễn Huệ là nơi diễn ra nhiều hoạt động lễ hội và biểu diễn nghệ thuật. Buổi tối rất sầm uất với ánh đèn và âm nhạc đường phố. Đây là địa điểm yêu thích của giới trẻ để dạo chơi và chụp ảnh. Không gian hiện đại và mở. Một biểu tượng của biểu tượng năng động.,4.6,https://i.pinimg.com/1200x/0c/72/58/0c7258fd2a86a061f8aee4e9a260b75a.jpg,"giải trí, đời sống địa phương, dạo phố, check-in đẹp",outdoor,"['giải trí', 'đời sống địa phương', 'dạo phố', 'checkin đẹp']",Phố đi bộ Nguyễn Huệ là nơi diễn ra nhiều hoạt động lễ hội và biểu diễn nghệ thuật. Buổi tối rất sầm uất với ánh đèn và âm nhạc đường phố. Đây là địa điểm yêu thích của giới trẻ để dạo chơi và chụp ảnh. Không gian hiện đại và mở. Một biểu tượng của biểu tượng năng động. TP. HCM Phố đi bộ Nguyễn Huệ giải trí đời sống địa phương dạo phố checkin đẹp
97,Chợ Bến Thành,TP. HCM,"Chợ Bến Thành là biểu tượng mua sắm truyền thống của Sài Gòn. Du khách tìm thấy nhiều đặc sản, đồ lưu niệm và ẩm thực địa phương. Không gian chợ luôn náo nhiệt và đậm chất văn hóa. Đây là nơi giao lưu giữa du khách quốc tế và người dân bản địa. Một điểm phản ánh đời sống Sài Gòn.",4.3,https://i.pinimg.com/736x/48/8c/86/488c8626bd751ad160575458f932f8f7.jpg,"đời sống địa phương, sầm uất, shopping, thưởng thức ẩm thực",indoor,"['đời sống địa phương', 'sầm uất', 'shopping', 'thưởng thức ẩm thực']","Chợ Bến Thành là biểu tượng mua sắm truyền thống của Sài Gòn. Du khách tìm thấy nhiều đặc sản, đồ lưu niệm và ẩm thực địa phương. Không gian chợ luôn náo nhiệt và đậm chất văn hóa. Đây là nơi giao lưu giữa du khách quốc tế và người dân bản địa. Một điểm phản ánh đời sống Sài Gòn. TP. HCM Chợ Bến Thành đời sống địa phương sầm uất shopping thưởng thức ẩm thực"
98,Landmark 81 Skyview,TP. HCM,Landmark 81 là tòa nhà cao nhất Việt Nam với đài quan sát hiện đại. Du khách có thể ngắm toàn cảnh biểu tượng từ trên cao. Thiết kế sang trọng tạo ấn tượng mạnh. Đây là địa điểm lý tưởng để chụp ảnh về đêm. Một biểu tượng của Sài Gòn hiện đại.,4.8,https://i.pinimg.com/1200x/96/dd/e2/96dde2473566ce5f9018aa068ad0b998.jpg,"kiến trúc, hiện đại, ngắm cảnh, check-in đẹp",indoor,"['kiến trúc', 'hiện đại', 'ngắm cảnh', 'checkin đẹp']",Landmark 81 là tòa nhà cao nhất Việt Nam với đài quan sát hiện đại. Du khách có thể ngắm toàn cảnh biểu tượng từ trên cao. Thiết kế sang trọng tạo ấn tượng mạnh. Đây là địa điểm lý tưởng để chụp ảnh về đêm. Một biểu tượng của Sài Gòn hiện đại. TP. HCM Landmark 81 Skyview kiến trúc hiện đại ngắm cảnh checkin đẹp
99,Bảo tàng Chứng tích Chiến tranh,TP. HCM,Bảo tàng ghi lại giai đoạn chiến tranh Việt Nam qua nhiều hình ảnh và hiện vật quý. Du khách đến đây để hiểu hơn về lịch sử và giá trị hòa bình. Không gian trưng bày mang tính giáo dục sâu sắc. Đây là một trong những bảo tàng quan trọng nhất tại TP. HCM.,4.6,https://i.pinimg.com/736x/aa/5c/eb/aa5cebb1ed4837b3bb3c8d8044889f0c.jpg,"lịch sử, tham quan bảo tàng, hoài niệm,bảo tàng",indoor,"['lịch sử', 'tham quan bảo tàng', 'hoài niệm', 'bảo tàng']",Bảo tàng ghi lại giai đoạn chiến tranh Việt Nam qua nhiều hình ảnh và hiện vật quý. Du khách đến đây để hiểu hơn về lịch sử và giá trị hòa bình. Không gian trưng bày mang tính giáo dục sâu sắc. Đây là một trong những bảo tàng quan trọng nhất tại TP. HCM. TP. HCM Bảo tàng Chứng tích Chiến tranh lịch sử tham quan bảo tàng hoài niệm bảo tàng
